Drug;Type;Reaction
Tecfidera;ADVERSE REACTIONS;Anaphylactic reaction
Tecfidera;ADVERSE REACTIONS;Angioedema
Tecfidera;ADVERSE REACTIONS;Aspartate aminotransferase increased
Tecfidera;ADVERSE REACTIONS;Diarrhoea
Tecfidera;ADVERSE REACTIONS;Dyspepsia
Tecfidera;ADVERSE REACTIONS;Eosinophil count increased
Tecfidera;ADVERSE REACTIONS;Erythema
Tecfidera;ADVERSE REACTIONS;Flushing
Tecfidera;ADVERSE REACTIONS;Gastrointestinal disorder
Tecfidera;ADVERSE REACTIONS;Lymphopenia
Tecfidera;ADVERSE REACTIONS;Nausea
Tecfidera;ADVERSE REACTIONS;Progressive multifocal leukoencephalopathy
Tecfidera;ADVERSE REACTIONS;Pruritus
Tecfidera;ADVERSE REACTIONS;Rash
Tecfidera;ADVERSE REACTIONS;Transaminases increased
Tecfidera;ADVERSE REACTIONS;Vomiting
Tecfidera;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Tecfidera;WARNINGS AND PRECAUTIONS;Angioedema
Tecfidera;WARNINGS AND PRECAUTIONS;Burning sensation
Tecfidera;WARNINGS AND PRECAUTIONS;Death
Tecfidera;WARNINGS AND PRECAUTIONS;Dyspnoea
Tecfidera;WARNINGS AND PRECAUTIONS;Erythema
Tecfidera;WARNINGS AND PRECAUTIONS;Feeling hot
Tecfidera;WARNINGS AND PRECAUTIONS;Flushing
Tecfidera;WARNINGS AND PRECAUTIONS;Infection
Tecfidera;WARNINGS AND PRECAUTIONS;Lymphocyte count decreased
Tecfidera;WARNINGS AND PRECAUTIONS;Lymphocyte count decreased
Tecfidera;WARNINGS AND PRECAUTIONS;Lymphopenia
Tecfidera;WARNINGS AND PRECAUTIONS;Pharyngeal oedema
Tecfidera;WARNINGS AND PRECAUTIONS;Progressive multifocal leukoencephalopathy
Tecfidera;WARNINGS AND PRECAUTIONS;Pruritus
Tecfidera;WARNINGS AND PRECAUTIONS;Swollen tongue
Tecfidera;WARNINGS AND PRECAUTIONS;Urticaria
Kit;ADVERSE REACTIONS;Injection site irritation
Kit;ADVERSE REACTIONS;Injection site pain
Kit;ADVERSE REACTIONS;Injection site pain
Kit;WARNINGS AND PRECAUTIONS;Hypersensitivity
Kit;WARNINGS AND PRECAUTIONS;Hypersensitivity
Gattex;ADVERSE REACTIONS;Abdominal distension
Gattex;ADVERSE REACTIONS;Abdominal pain
Gattex;ADVERSE REACTIONS;Adenocarcinoma
Gattex;ADVERSE REACTIONS;Appetite disorder
Gattex;ADVERSE REACTIONS;Biliary tract disorder
Gattex;ADVERSE REACTIONS;Cardiac failure congestive
Gattex;ADVERSE REACTIONS;Cholecystitis acute
Gattex;ADVERSE REACTIONS;Cholecystitis
Gattex;ADVERSE REACTIONS;Cholelithiasis
Gattex;ADVERSE REACTIONS;Cholestasis
Gattex;ADVERSE REACTIONS;Colon adenoma
Gattex;ADVERSE REACTIONS;Coma
Gattex;ADVERSE REACTIONS;Cough
Gattex;ADVERSE REACTIONS;Device occlusion
Gattex;ADVERSE REACTIONS;Drug cross-reactivity
Gattex;ADVERSE REACTIONS;Duodenal polyp
Gattex;ADVERSE REACTIONS;Flatulence
Gattex;ADVERSE REACTIONS;Fluid overload
Gattex;ADVERSE REACTIONS;Gallbladder disorder
Gattex;ADVERSE REACTIONS;Gallbladder perforation
Gattex;ADVERSE REACTIONS;Gastric polyps
Gattex;ADVERSE REACTIONS;Gastrointestinal obstruction
Gattex;ADVERSE REACTIONS;Gastrointestinal stoma complication
Gattex;ADVERSE REACTIONS;Headache
Gattex;ADVERSE REACTIONS;Hypersensitivity
Gattex;ADVERSE REACTIONS;Injection site reaction
Gattex;ADVERSE REACTIONS;Intestinal obstruction
Gattex;ADVERSE REACTIONS;Intestinal polyp
Gattex;ADVERSE REACTIONS;Intestinal stenosis
Gattex;ADVERSE REACTIONS;Large intestine polyp
Gattex;ADVERSE REACTIONS;Mental impairment
Gattex;ADVERSE REACTIONS;Nausea
Gattex;ADVERSE REACTIONS;Neoplasm malignant
Gattex;ADVERSE REACTIONS;Non-small cell lung cancer
Gattex;ADVERSE REACTIONS;Pancreatic disorder
Gattex;ADVERSE REACTIONS;Pancreatic pseudocyst
Gattex;ADVERSE REACTIONS;Pancreatitis acute
Gattex;ADVERSE REACTIONS;Pancreatitis chronic
Gattex;ADVERSE REACTIONS;Polyp
Gattex;ADVERSE REACTIONS;Rectal adenoma
Gattex;ADVERSE REACTIONS;Skin haemorrhage
Gattex;ADVERSE REACTIONS;Sleep disorder
Gattex;ADVERSE REACTIONS;Squamous cell carcinoma of lung
Gattex;ADVERSE REACTIONS;Upper respiratory tract infection
Gattex;ADVERSE REACTIONS;Vomiting
Gattex;WARNINGS AND PRECAUTIONS;Benign neoplasm
Gattex;WARNINGS AND PRECAUTIONS;Biliary tract disorder
Gattex;WARNINGS AND PRECAUTIONS;Cardiac failure congestive
Gattex;WARNINGS AND PRECAUTIONS;Cholangitis
Gattex;WARNINGS AND PRECAUTIONS;Cholecystitis
Gattex;WARNINGS AND PRECAUTIONS;Cholelithiasis
Gattex;WARNINGS AND PRECAUTIONS;Fluid overload
Gattex;WARNINGS AND PRECAUTIONS;Hyperplasia
Gattex;WARNINGS AND PRECAUTIONS;Intestinal obstruction
Gattex;WARNINGS AND PRECAUTIONS;Large intestine polyp
Gattex;WARNINGS AND PRECAUTIONS;Mental status changes
Gattex;WARNINGS AND PRECAUTIONS;Neoplasm
Gattex;WARNINGS AND PRECAUTIONS;Pancreatic disorder
Gattex;WARNINGS AND PRECAUTIONS;Pancreatitis
Egrifta;ADVERSE REACTIONS;Abdominal pain upper
Egrifta;ADVERSE REACTIONS;Arthralgia
Egrifta;ADVERSE REACTIONS;Blood creatine phosphokinase increased
Egrifta;ADVERSE REACTIONS;Carpal tunnel syndrome
Egrifta;ADVERSE REACTIONS;Chest pain
Egrifta;ADVERSE REACTIONS;Depression
Egrifta;ADVERSE REACTIONS;Diabetes mellitus
Egrifta;ADVERSE REACTIONS;Drug cross-reactivity
Egrifta;ADVERSE REACTIONS;Dyspepsia
Egrifta;ADVERSE REACTIONS;Glycosylated haemoglobin increased
Egrifta;ADVERSE REACTIONS;Hot flush
Egrifta;ADVERSE REACTIONS;Hyperglycaemia
Egrifta;ADVERSE REACTIONS;Hypersensitivity
Egrifta;ADVERSE REACTIONS;Hypersensitivity
Egrifta;ADVERSE REACTIONS;Hypertension
Egrifta;ADVERSE REACTIONS;Hypoaesthesia
Egrifta;ADVERSE REACTIONS;Injection site erythema
Egrifta;ADVERSE REACTIONS;Injection site haemorrhage
Egrifta;ADVERSE REACTIONS;Injection site irritation
Egrifta;ADVERSE REACTIONS;Injection site pain
Egrifta;ADVERSE REACTIONS;Injection site pruritus
Egrifta;ADVERSE REACTIONS;Injection site rash
Egrifta;ADVERSE REACTIONS;Injection site reaction
Egrifta;ADVERSE REACTIONS;Injection site swelling
Egrifta;ADVERSE REACTIONS;Injection site urticaria
Egrifta;ADVERSE REACTIONS;Insomnia
Egrifta;ADVERSE REACTIONS;Joint stiffness
Egrifta;ADVERSE REACTIONS;Joint swelling
Egrifta;ADVERSE REACTIONS;Muscle spasms
Egrifta;ADVERSE REACTIONS;Muscle strain
Egrifta;ADVERSE REACTIONS;Musculoskeletal pain
Egrifta;ADVERSE REACTIONS;Musculoskeletal stiffness
Egrifta;ADVERSE REACTIONS;Myalgia
Egrifta;ADVERSE REACTIONS;Nausea
Egrifta;ADVERSE REACTIONS;Neuropathy peripheral
Egrifta;ADVERSE REACTIONS;Night sweats
Egrifta;ADVERSE REACTIONS;Oedema peripheral
Egrifta;ADVERSE REACTIONS;Oedema peripheral
Egrifta;ADVERSE REACTIONS;Pain in extremity
Egrifta;ADVERSE REACTIONS;Pain
Egrifta;ADVERSE REACTIONS;Palpitations
Egrifta;ADVERSE REACTIONS;Paraesthesia
Egrifta;ADVERSE REACTIONS;Pruritus
Egrifta;ADVERSE REACTIONS;Rash
Egrifta;ADVERSE REACTIONS;Urticaria
Egrifta;ADVERSE REACTIONS;Vomiting
Egrifta;WARNINGS AND PRECAUTIONS;Arthralgia
Egrifta;WARNINGS AND PRECAUTIONS;Carpal tunnel syndrome
Egrifta;WARNINGS AND PRECAUTIONS;Diabetes mellitus
Egrifta;WARNINGS AND PRECAUTIONS;Erythema
Egrifta;WARNINGS AND PRECAUTIONS;Fluid retention
Egrifta;WARNINGS AND PRECAUTIONS;Flushing
Egrifta;WARNINGS AND PRECAUTIONS;Glucose tolerance impaired
Egrifta;WARNINGS AND PRECAUTIONS;Glycosylated haemoglobin increased
Egrifta;WARNINGS AND PRECAUTIONS;Hypersensitivity
Egrifta;WARNINGS AND PRECAUTIONS;Injection site bruising
Egrifta;WARNINGS AND PRECAUTIONS;Injection site erythema
Egrifta;WARNINGS AND PRECAUTIONS;Injection site irritation
Egrifta;WARNINGS AND PRECAUTIONS;Injection site pain
Egrifta;WARNINGS AND PRECAUTIONS;Injection site pruritus
Egrifta;WARNINGS AND PRECAUTIONS;Injection site reaction
Egrifta;WARNINGS AND PRECAUTIONS;Insulin-like growth factor increased
Egrifta;WARNINGS AND PRECAUTIONS;Muscle rigidity
Egrifta;WARNINGS AND PRECAUTIONS;Musculoskeletal discomfort
Egrifta;WARNINGS AND PRECAUTIONS;Oedema
Egrifta;WARNINGS AND PRECAUTIONS;Pruritus
Egrifta;WARNINGS AND PRECAUTIONS;Rash
Egrifta;WARNINGS AND PRECAUTIONS;Urticaria
Egrifta;WARNINGS AND PRECAUTIONS;
FULYZAQ;ADVERSE REACTIONS;Abdominal distension
FULYZAQ;ADVERSE REACTIONS;Abdominal pain
FULYZAQ;ADVERSE REACTIONS;Acne
FULYZAQ;ADVERSE REACTIONS;Alanine aminotransferase increased
FULYZAQ;ADVERSE REACTIONS;Anxiety
FULYZAQ;ADVERSE REACTIONS;Arthralgia
FULYZAQ;ADVERSE REACTIONS;Aspartate aminotransferase increased
FULYZAQ;ADVERSE REACTIONS;Back pain
FULYZAQ;ADVERSE REACTIONS;Bilirubin conjugated increased
FULYZAQ;ADVERSE REACTIONS;Blood bilirubin increased
FULYZAQ;ADVERSE REACTIONS;Blood bilirubin unconjugated increased
FULYZAQ;ADVERSE REACTIONS;Bronchitis
FULYZAQ;ADVERSE REACTIONS;Constipation
FULYZAQ;ADVERSE REACTIONS;Cough
FULYZAQ;ADVERSE REACTIONS;Depression
FULYZAQ;ADVERSE REACTIONS;Dermatitis
FULYZAQ;ADVERSE REACTIONS;Dizziness
FULYZAQ;ADVERSE REACTIONS;Dry mouth
FULYZAQ;ADVERSE REACTIONS;Dyspepsia
FULYZAQ;ADVERSE REACTIONS;Flatulence
FULYZAQ;ADVERSE REACTIONS;Gastroenteritis
FULYZAQ;ADVERSE REACTIONS;Giardiasis
FULYZAQ;ADVERSE REACTIONS;Haemorrhoids
FULYZAQ;ADVERSE REACTIONS;Herpes zoster
FULYZAQ;ADVERSE REACTIONS;Musculoskeletal pain
FULYZAQ;ADVERSE REACTIONS;Nasopharyngitis
FULYZAQ;ADVERSE REACTIONS;Nausea
FULYZAQ;ADVERSE REACTIONS;Nephrolithiasis
FULYZAQ;ADVERSE REACTIONS;Pain in extremity
FULYZAQ;ADVERSE REACTIONS;Pollakiuria
FULYZAQ;ADVERSE REACTIONS;Procedural pain
FULYZAQ;ADVERSE REACTIONS;Seasonal allergy
FULYZAQ;ADVERSE REACTIONS;Sinusitis
FULYZAQ;ADVERSE REACTIONS;Upper respiratory tract infection
FULYZAQ;ADVERSE REACTIONS;Urinary tract infection
FULYZAQ;ADVERSE REACTIONS;White blood cell count decreased
Bepreve;ADVERSE REACTIONS;Eye irritation
Bepreve;ADVERSE REACTIONS;Headache
Bepreve;ADVERSE REACTIONS;Hypersensitivity
Bepreve;ADVERSE REACTIONS;Lip swelling
Bepreve;ADVERSE REACTIONS;Nasopharyngitis
Bepreve;ADVERSE REACTIONS;Pharyngeal oedema
Bepreve;ADVERSE REACTIONS;Product taste abnormal
Bepreve;ADVERSE REACTIONS;Pruritus
Bepreve;ADVERSE REACTIONS;Rash
Bepreve;ADVERSE REACTIONS;Swollen tongue
Intelence;ADVERSE REACTIONS;Abdominal distension
Intelence;ADVERSE REACTIONS;Abnormal dreams
Intelence;ADVERSE REACTIONS;Acute kidney injury
Intelence;ADVERSE REACTIONS;Alanine aminotransferase abnormal
Intelence;ADVERSE REACTIONS;Amnesia
Intelence;ADVERSE REACTIONS;Angina pectoris
Intelence;ADVERSE REACTIONS;Angioedema
Intelence;ADVERSE REACTIONS;Anxiety
Intelence;ADVERSE REACTIONS;Aspartate aminotransferase abnormal
Intelence;ADVERSE REACTIONS;Atrial fibrillation
Intelence;ADVERSE REACTIONS;Blood bilirubin abnormal
Intelence;ADVERSE REACTIONS;Blood glucose increased
Intelence;ADVERSE REACTIONS;Bronchospasm
Intelence;ADVERSE REACTIONS;Confusional state
Intelence;ADVERSE REACTIONS;Constipation
Intelence;ADVERSE REACTIONS;Death
Intelence;ADVERSE REACTIONS;Decreased appetite
Intelence;ADVERSE REACTIONS;Diabetes mellitus
Intelence;ADVERSE REACTIONS;Diarrhoea
Intelence;ADVERSE REACTIONS;Disorientation
Intelence;ADVERSE REACTIONS;Disturbance in attention
Intelence;ADVERSE REACTIONS;Drug hypersensitivity
Intelence;ADVERSE REACTIONS;Drug reaction with eosinophilia and systemic symptoms
Intelence;ADVERSE REACTIONS;Dry mouth
Intelence;ADVERSE REACTIONS;Dry skin
Intelence;ADVERSE REACTIONS;Dyslipidaemia
Intelence;ADVERSE REACTIONS;Dyspnoea exertional
Intelence;ADVERSE REACTIONS;Erythema multiforme
Intelence;ADVERSE REACTIONS;Flatulence
Intelence;ADVERSE REACTIONS;Gastritis
Intelence;ADVERSE REACTIONS;Gastrooesophageal reflux disease
Intelence;ADVERSE REACTIONS;Gynaecomastia
Intelence;ADVERSE REACTIONS;Haematemesis
Intelence;ADVERSE REACTIONS;Haemoglobin decreased
Intelence;ADVERSE REACTIONS;Haemolytic anaemia
Intelence;ADVERSE REACTIONS;Haemorrhagic stroke
Intelence;ADVERSE REACTIONS;Hepatic failure
Intelence;ADVERSE REACTIONS;Hepatic steatosis
Intelence;ADVERSE REACTIONS;Hepatitis
Intelence;ADVERSE REACTIONS;Hepatitis
Intelence;ADVERSE REACTIONS;Hepatomegaly
Intelence;ADVERSE REACTIONS;Hyperhidrosis
Intelence;ADVERSE REACTIONS;Hypersensitivity
Intelence;ADVERSE REACTIONS;Hypersensitivity
Intelence;ADVERSE REACTIONS;Hypersomnia
Intelence;ADVERSE REACTIONS;Hypoaesthesia
Intelence;ADVERSE REACTIONS;Immune reconstitution inflammatory syndrome
Intelence;ADVERSE REACTIONS;Lipodystrophy acquired
Intelence;ADVERSE REACTIONS;Lipohypertrophy
Intelence;ADVERSE REACTIONS;Myocardial infarction
Intelence;ADVERSE REACTIONS;Nervousness
Intelence;ADVERSE REACTIONS;Neuropathy peripheral
Intelence;ADVERSE REACTIONS;Night sweats
Intelence;ADVERSE REACTIONS;Nightmare
Intelence;ADVERSE REACTIONS;Pancreatitis
Intelence;ADVERSE REACTIONS;Paraesthesia
Intelence;ADVERSE REACTIONS;Prurigo
Intelence;ADVERSE REACTIONS;Rash macular
Intelence;ADVERSE REACTIONS;Rash papular
Intelence;ADVERSE REACTIONS;Rash
Intelence;ADVERSE REACTIONS;Retching
Intelence;ADVERSE REACTIONS;Rhabdomyolysis
Intelence;ADVERSE REACTIONS;Seizure
Intelence;ADVERSE REACTIONS;Skin reaction
Intelence;ADVERSE REACTIONS;Sleep disorder
Intelence;ADVERSE REACTIONS;Sluggishness
Intelence;ADVERSE REACTIONS;Somnolence
Intelence;ADVERSE REACTIONS;Stevens-Johnson syndrome
Intelence;ADVERSE REACTIONS;Stomatitis
Intelence;ADVERSE REACTIONS;Swelling face
Intelence;ADVERSE REACTIONS;Syncope
Intelence;ADVERSE REACTIONS;Toxic epidermal necrolysis
Intelence;ADVERSE REACTIONS;Tremor
Intelence;ADVERSE REACTIONS;Vertigo
Intelence;ADVERSE REACTIONS;Vision blurred
Intelence;WARNINGS AND PRECAUTIONS;Autoimmune disorder
Intelence;WARNINGS AND PRECAUTIONS;Basedow's disease
Intelence;WARNINGS AND PRECAUTIONS;Body fat disorder
Intelence;WARNINGS AND PRECAUTIONS;Breast enlargement
Intelence;WARNINGS AND PRECAUTIONS;Central obesity
Intelence;WARNINGS AND PRECAUTIONS;Cushingoid
Intelence;WARNINGS AND PRECAUTIONS;Cytomegalovirus infection
Intelence;WARNINGS AND PRECAUTIONS;Death
Intelence;WARNINGS AND PRECAUTIONS;Drug reaction with eosinophilia and systemic symptoms
Intelence;WARNINGS AND PRECAUTIONS;Drug reaction with eosinophilia and systemic symptoms
Intelence;WARNINGS AND PRECAUTIONS;Erythema multiforme
Intelence;WARNINGS AND PRECAUTIONS;Facial wasting
Intelence;WARNINGS AND PRECAUTIONS;Fat redistribution
Intelence;WARNINGS AND PRECAUTIONS;Guillain-Barre syndrome
Intelence;WARNINGS AND PRECAUTIONS;Hepatic failure
Intelence;WARNINGS AND PRECAUTIONS;Hypersensitivity
Intelence;WARNINGS AND PRECAUTIONS;Immune reconstitution inflammatory syndrome
Intelence;WARNINGS AND PRECAUTIONS;Inflammation
Intelence;WARNINGS AND PRECAUTIONS;Lipoatrophy
Intelence;WARNINGS AND PRECAUTIONS;Lipohypertrophy
Intelence;WARNINGS AND PRECAUTIONS;Mycobacterium avium complex infection
Intelence;WARNINGS AND PRECAUTIONS;Opportunistic infection
Intelence;WARNINGS AND PRECAUTIONS;Organ failure
Intelence;WARNINGS AND PRECAUTIONS;Pneumocystis jirovecii pneumonia
Intelence;WARNINGS AND PRECAUTIONS;Pneumocystis jirovecii pneumonia
Intelence;WARNINGS AND PRECAUTIONS;Polymyositis
Intelence;WARNINGS AND PRECAUTIONS;Rash
Intelence;WARNINGS AND PRECAUTIONS;Skin reaction
Intelence;WARNINGS AND PRECAUTIONS;Stevens-Johnson syndrome
Intelence;WARNINGS AND PRECAUTIONS;Toxic epidermal necrolysis
Intelence;WARNINGS AND PRECAUTIONS;Tuberculosis
Entyvio;ADVERSE REACTIONS;Abdominal pain
Entyvio;ADVERSE REACTIONS;Alanine aminotransferase increased
Entyvio;ADVERSE REACTIONS;Anal abscess
Entyvio;ADVERSE REACTIONS;Anaphylactic reaction
Entyvio;ADVERSE REACTIONS;Arthralgia
Entyvio;ADVERSE REACTIONS;Aspartate aminotransferase increased
Entyvio;ADVERSE REACTIONS;B-cell lymphoma
Entyvio;ADVERSE REACTIONS;Back pain
Entyvio;ADVERSE REACTIONS;Bacterial sepsis
Entyvio;ADVERSE REACTIONS;Blood bilirubin increased
Entyvio;ADVERSE REACTIONS;Blood pressure increased
Entyvio;ADVERSE REACTIONS;Breast cancer
Entyvio;ADVERSE REACTIONS;Bronchitis
Entyvio;ADVERSE REACTIONS;Bronchospasm
Entyvio;ADVERSE REACTIONS;Carcinoid tumour of the appendix
Entyvio;ADVERSE REACTIONS;Colon cancer
Entyvio;ADVERSE REACTIONS;Cough
Entyvio;ADVERSE REACTIONS;Cytomegalovirus colitis
Entyvio;ADVERSE REACTIONS;Death
Entyvio;ADVERSE REACTIONS;Decreased appetite
Entyvio;ADVERSE REACTIONS;Dizziness
Entyvio;ADVERSE REACTIONS;Dyspnoea
Entyvio;ADVERSE REACTIONS;Fatigue
Entyvio;ADVERSE REACTIONS;Flushing
Entyvio;ADVERSE REACTIONS;Giardiasis
Entyvio;ADVERSE REACTIONS;Headache
Entyvio;ADVERSE REACTIONS;Heart rate increased
Entyvio;ADVERSE REACTIONS;Hepatic cancer
Entyvio;ADVERSE REACTIONS;Hepatitis
Entyvio;ADVERSE REACTIONS;Hypersensitivity
Entyvio;ADVERSE REACTIONS;Infection
Entyvio;ADVERSE REACTIONS;Influenza
Entyvio;ADVERSE REACTIONS;Infusion related reaction
Entyvio;ADVERSE REACTIONS;Liver injury
Entyvio;ADVERSE REACTIONS;Lung neoplasm malignant
Entyvio;ADVERSE REACTIONS;Lung neoplasm malignant
Entyvio;ADVERSE REACTIONS;Malaise
Entyvio;ADVERSE REACTIONS;Malignant melanoma
Entyvio;ADVERSE REACTIONS;Meningitis listeria
Entyvio;ADVERSE REACTIONS;Nasopharyngitis
Entyvio;ADVERSE REACTIONS;Nausea
Entyvio;ADVERSE REACTIONS;Neoplasm malignant
Entyvio;ADVERSE REACTIONS;Neuroendocrine carcinoma
Entyvio;ADVERSE REACTIONS;Oropharyngeal pain
Entyvio;ADVERSE REACTIONS;Pain in extremity
Entyvio;ADVERSE REACTIONS;Progressive multifocal leukoencephalopathy
Entyvio;ADVERSE REACTIONS;Pruritus
Entyvio;ADVERSE REACTIONS;Pulmonary tuberculosis
Entyvio;ADVERSE REACTIONS;Pulmonary tuberculosis
Entyvio;ADVERSE REACTIONS;Pyrexia
Entyvio;ADVERSE REACTIONS;Rash
Entyvio;ADVERSE REACTIONS;Renal cancer
Entyvio;ADVERSE REACTIONS;Salmonella sepsis
Entyvio;ADVERSE REACTIONS;Sepsis
Entyvio;ADVERSE REACTIONS;Septic shock
Entyvio;ADVERSE REACTIONS;Sinusitis
Entyvio;ADVERSE REACTIONS;Squamous cell carcinoma
Entyvio;ADVERSE REACTIONS;Transaminases increased
Entyvio;ADVERSE REACTIONS;Transitional cell carcinoma
Entyvio;ADVERSE REACTIONS;Tuberculosis
Entyvio;ADVERSE REACTIONS;Upper respiratory tract infection
Entyvio;ADVERSE REACTIONS;Urinary tract infection
Entyvio;ADVERSE REACTIONS;Urticaria
Entyvio;ADVERSE REACTIONS;Vaccination failure
Entyvio;ADVERSE REACTIONS;Vomiting
Entyvio;WARNINGS AND PRECAUTIONS;Anal abscess
Entyvio;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Entyvio;WARNINGS AND PRECAUTIONS;Blood bilirubin increased
Entyvio;WARNINGS AND PRECAUTIONS;Blood pressure increased
Entyvio;WARNINGS AND PRECAUTIONS;Bronchospasm
Entyvio;WARNINGS AND PRECAUTIONS;Central nervous system infection
Entyvio;WARNINGS AND PRECAUTIONS;Cytomegalovirus colitis
Entyvio;WARNINGS AND PRECAUTIONS;Death
Entyvio;WARNINGS AND PRECAUTIONS;Dyspnoea
Entyvio;WARNINGS AND PRECAUTIONS;Flushing
Entyvio;WARNINGS AND PRECAUTIONS;Giardiasis
Entyvio;WARNINGS AND PRECAUTIONS;Heart rate increased
Entyvio;WARNINGS AND PRECAUTIONS;Hypersensitivity
Entyvio;WARNINGS AND PRECAUTIONS;Hypersensitivity
Entyvio;WARNINGS AND PRECAUTIONS;Infection
Entyvio;WARNINGS AND PRECAUTIONS;Meningitis listeria
Entyvio;WARNINGS AND PRECAUTIONS;Nasal mucosal disorder
Entyvio;WARNINGS AND PRECAUTIONS;Nasopharyngitis
Entyvio;WARNINGS AND PRECAUTIONS;Opportunistic infection
Entyvio;WARNINGS AND PRECAUTIONS;Progressive multifocal leukoencephalopathy
Entyvio;WARNINGS AND PRECAUTIONS;Rash
Entyvio;WARNINGS AND PRECAUTIONS;Rhinitis
Entyvio;WARNINGS AND PRECAUTIONS;Salmonella sepsis
Entyvio;WARNINGS AND PRECAUTIONS;Sepsis
Entyvio;WARNINGS AND PRECAUTIONS;Transaminases increased
Entyvio;WARNINGS AND PRECAUTIONS;Tuberculosis
Entyvio;WARNINGS AND PRECAUTIONS;Upper respiratory tract infection
Entyvio;WARNINGS AND PRECAUTIONS;Upper respiratory tract infection
Entyvio;WARNINGS AND PRECAUTIONS;Urticaria
ZERBAXA;ADVERSE REACTIONS;Abdominal distension
ZERBAXA;ADVERSE REACTIONS;Abdominal pain
ZERBAXA;ADVERSE REACTIONS;Acute kidney injury
ZERBAXA;ADVERSE REACTIONS;Alanine aminotransferase increased
ZERBAXA;ADVERSE REACTIONS;Anaemia
ZERBAXA;ADVERSE REACTIONS;Angina pectoris
ZERBAXA;ADVERSE REACTIONS;Anxiety
ZERBAXA;ADVERSE REACTIONS;Aspartate aminotransferase increased
ZERBAXA;ADVERSE REACTIONS;Atrial fibrillation
ZERBAXA;ADVERSE REACTIONS;Blood alkaline phosphatase increased
ZERBAXA;ADVERSE REACTIONS;Candida infection
ZERBAXA;ADVERSE REACTIONS;Clostridium difficile colitis
ZERBAXA;ADVERSE REACTIONS;Constipation
ZERBAXA;ADVERSE REACTIONS;Coombs test positive
ZERBAXA;ADVERSE REACTIONS;Death
ZERBAXA;ADVERSE REACTIONS;Diarrhoea
ZERBAXA;ADVERSE REACTIONS;Dizziness
ZERBAXA;ADVERSE REACTIONS;Dyspepsia
ZERBAXA;ADVERSE REACTIONS;Dyspnoea
ZERBAXA;ADVERSE REACTIONS;Flatulence
ZERBAXA;ADVERSE REACTIONS;Gamma-glutamyltransferase increased
ZERBAXA;ADVERSE REACTIONS;Gastritis
ZERBAXA;ADVERSE REACTIONS;Headache
ZERBAXA;ADVERSE REACTIONS;Hyperglycaemia
ZERBAXA;ADVERSE REACTIONS;Hypersensitivity
ZERBAXA;ADVERSE REACTIONS;Hypokalaemia
ZERBAXA;ADVERSE REACTIONS;Hypomagnesaemia
ZERBAXA;ADVERSE REACTIONS;Hypophosphataemia
ZERBAXA;ADVERSE REACTIONS;Hypotension
ZERBAXA;ADVERSE REACTIONS;Ileus paralytic
ZERBAXA;ADVERSE REACTIONS;Ileus
ZERBAXA;ADVERSE REACTIONS;Infection
ZERBAXA;ADVERSE REACTIONS;Infection
ZERBAXA;ADVERSE REACTIONS;Infusion site reaction
ZERBAXA;ADVERSE REACTIONS;Insomnia
ZERBAXA;ADVERSE REACTIONS;Ischaemic stroke
ZERBAXA;ADVERSE REACTIONS;Nausea
ZERBAXA;ADVERSE REACTIONS;Oral infection
ZERBAXA;ADVERSE REACTIONS;Pyrexia
ZERBAXA;ADVERSE REACTIONS;Rash
ZERBAXA;ADVERSE REACTIONS;Renal failure
ZERBAXA;ADVERSE REACTIONS;Renal impairment
ZERBAXA;ADVERSE REACTIONS;Tachycardia
ZERBAXA;ADVERSE REACTIONS;Thrombocytosis
ZERBAXA;ADVERSE REACTIONS;Urinary tract infection fungal
ZERBAXA;ADVERSE REACTIONS;Urticaria
ZERBAXA;ADVERSE REACTIONS;Venous thrombosis
ZERBAXA;ADVERSE REACTIONS;Vomiting
ZERBAXA;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
ZERBAXA;WARNINGS AND PRECAUTIONS;Clostridium difficile colitis
ZERBAXA;WARNINGS AND PRECAUTIONS;Colitis
ZERBAXA;WARNINGS AND PRECAUTIONS;Death
ZERBAXA;WARNINGS AND PRECAUTIONS;Diarrhoea
ZERBAXA;WARNINGS AND PRECAUTIONS;Hypersensitivity
Fycompa;BOXED WARNINGS;Abnormal behaviour
Fycompa;BOXED WARNINGS;Aggression
Fycompa;BOXED WARNINGS;Anger
Fycompa;BOXED WARNINGS;Homicidal ideation
Fycompa;BOXED WARNINGS;Hostility
Fycompa;BOXED WARNINGS;Irritability
Fycompa;BOXED WARNINGS;Psychiatric symptom
Fycompa;ADVERSE REACTIONS;Abdominal pain
Fycompa;ADVERSE REACTIONS;Abnormal behaviour
Fycompa;ADVERSE REACTIONS;Aggression
Fycompa;ADVERSE REACTIONS;Anger
Fycompa;ADVERSE REACTIONS;Anxiety
Fycompa;ADVERSE REACTIONS;Arthralgia
Fycompa;ADVERSE REACTIONS;Asthenia
Fycompa;ADVERSE REACTIONS;Ataxia
Fycompa;ADVERSE REACTIONS;Back pain
Fycompa;ADVERSE REACTIONS;Balance disorder
Fycompa;ADVERSE REACTIONS;Blood triglycerides increased
Fycompa;ADVERSE REACTIONS;Confusional state
Fycompa;ADVERSE REACTIONS;Constipation
